Solyc09g089530.3	GO:0050660
Solyc01g104150.3	GO:0006614; GO:0008312; GO:0048500
Solyc00g014830.3	GO:0005515
Solyc01g091180.3	GO:0005524
Solyc06g068310.1	GO:0003700; GO:0006355; GO:0008270; GO:0043565
Solyc04g008360.3	GO:0003723; GO:0003746; GO:0043022; GO:0045901
Solyc06g024245.1	GO:0000723; GO:0003678; GO:0006281
Solyc05g050490.3	GO:0005507; GO:0016491; GO:0055114
Solyc07g017930.1	GO:0003824
Solyc01g103530.3	GO:0004672; GO:0006468
Solyc07g045000.3	GO:0004672; GO:0005524; GO:0006468
Solyc12g010440.2	GO:0005515; GO:0008270
Solyc08g082040.3	GO:0031072; GO:0051082
Solyc02g092890.1	GO:0004672; GO:0005524; GO:0006468
Solyc12g056800.2	GO:0003723; GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc10g080010.2	GO:0005096; GO:0007021; GO:0007023; GO:0048487
Solyc04g007070.3	GO:0008270
Solyc08g068120.2	GO:0000166
Solyc03g123500.4	GO:0004185; GO:0006508
Solyc06g071810.1	GO:0016651; GO:0048038; GO:0051287; GO:0055114
Solyc10g005060.3	GO:0032981
Solyc00g009050.2	GO:0045454
Solyc12g006690.2	GO:0005515
Solyc12g014200.2	GO:0000166
Solyc02g083520.2	GO:0005524
Solyc11g007400.1	GO:0004518
Solyc03g113760.3	GO:0000290; GO:0008047; GO:0043085
Solyc04g076860.3	GO:0003676
Solyc06g007440.3	GO:0003676; GO:0008270
Solyc05g012820.1	GO:0005515
Solyc02g084580.2	GO:0004252; GO:0006508
Solyc07g006560.3	GO:0004857
Solyc08g068610.3	GO:0016021; GO:0022857; GO:0055085
Solyc09g014280.1	GO:0006397
Solyc03g120990.3	GO:0016020; GO:0022891; GO:0055085
Solyc09g005630.3	GO:0008152; GO:0070569
Solyc01g005440.3	GO:0004672; GO:0006468
Solyc03g006360.3	GO:0005215; GO:0016021; GO:0055085
Solyc00g008580.1	GO:0003723
Solyc06g076350.3	GO:0005515
Solyc04g008100.2	GO:0005524
Solyc05g005070.2	GO:0009055; GO:0016020; GO:0016491
Solyc03g063550.1	GO:0005515
Solyc09g010980.1	GO:0005525; GO:0007264
Solyc06g067890.3	GO:0005488
Solyc08g006360.2	GO:0004672; GO:0005524; GO:0006468
Solyc10g049420.2	GO:0003677
Solyc02g080790.3	GO:0005215; GO:0006810; GO:0016020
Solyc08g068480.1	GO:0003677; GO:0005634
Solyc03g043880.3	GO:0003951; GO:0008152
Solyc09g007910.3	GO:0008152; GO:0008168
Solyc05g005090.3	GO:0016020; GO:0022904
Solyc02g090170.3	GO:0015743
Solyc06g006110.3	GO:0005452; GO:0006820; GO:0016020
Solyc03g005670.3	GO:0004672; GO:0005524; GO:0006468
Solyc02g087890.3	GO:0004386
Solyc02g079740.1	GO:0004601; GO:0042744
Solyc08g080560.2	GO:0004553; GO:0005975
Solyc05g010427.1	GO:0003333; GO:0015171; GO:0016020
Solyc02g094010.2	GO:0006412
Solyc11g012600.2	GO:0004471; GO:0051287; GO:0055114
Solyc10g074570.2	GO:0016702; GO:0055114
Solyc10g045240.2	GO:0003677
Solyc05g055440.1	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc08g079370.2	GO:0003677; GO:0006260
Solyc03g034230.3	GO:0000724; GO:0005657; GO:0006281; GO:0033063
Solyc09g011490.3	GO:0005515
Solyc03g116850.3	GO:0000145; GO:0006887
Solyc03g071690.3	GO:0006351; GO:0043565
Solyc04g077720.1	GO:0004601; GO:0042744
Solyc05g054690.3	GO:0016310; GO:0016772
Solyc02g093230.3	GO:0005524
Solyc06g083920.3	GO:0043531
Solyc10g086100.2	GO:0005634; GO:0006351; GO:0032502
Solyc10g076550.1	GO:0005524; GO:0006457; GO:0051082
Solyc01g091490.3	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc04g077140.3	GO:0003723
Solyc07g065970.1	GO:0003677; GO:0005524; GO:0006260
Solyc02g093420.3	GO:0005524
Solyc01g087570.2	GO:0005634; GO:0006511; GO:0007275
Solyc05g007880.3	GO:0003677; GO:0006260
Solyc09g018840.3	GO:0043531
Solyc12g099450.2	GO:0005488
Solyc03g111100.1	GO:0004553; GO:0005975
Solyc12g013900.2	GO:0005524; GO:0005737; GO:0008152; GO:0016301; GO:0016773
Solyc03g115750.1	GO:0003677
Solyc06g009680.3	GO:0003735; GO:0005840; GO:0006412; GO:0019843
Solyc11g071750.2	GO:0005515
Solyc08g079840.2	GO:0006351
Solyc10g008400.1	GO:0005525; GO:0007264
Solyc02g091470.3	GO:0046983
Solyc01g091930.3	GO:0004764; GO:0055114
Solyc10g086500.1	GO:0008270
Solyc12g007150.2	GO:0030247
Solyc06g033860.2	GO:0005524
Solyc10g006500.3	GO:0005525
Solyc03g058950.3	GO:0004553; GO:0005975
Solyc02g061745.1	GO:0005515
Solyc03g081330.1	GO:0016788
Solyc02g070440.3	GO:0055114
Solyc05g055820.2	GO:0046983
Solyc09g008670.3	GO:0003899; GO:0006351; GO:0032549
Solyc07g062950.3	GO:0046982
Solyc10g055740.2	GO:0016491; GO:0055114
Solyc08g061930.3	GO:0003824
Solyc10g055560.2	GO:0009058; GO:0016747
Solyc00g117655.1	GO:0046872
Solyc06g083910.3	GO:0043531
Solyc07g066160.1	GO:0005525; GO:0005622; GO:0006886
Solyc01g103630.3	GO:0005515
Solyc11g006650.2	GO:0003677
Solyc01g109250.2	GO:0004672; GO:0005524; GO:0006468
Solyc12g098630.2	GO:0008270
Solyc12g014130.2	GO:0003676
Solyc03g034057.1	GO:0005524
Solyc08g068600.3	GO:0016020; GO:0022891; GO:0055085
Solyc10g087040.2	GO:0006355; GO:0043565
Solyc05g050550.3	GO:0055114
Solyc12g056230.2	GO:0016301
Solyc07g048050.2	GO:0005524
Solyc02g091300.3	GO:0003690; GO:0006355
Solyc09g007660.1	GO:0004553; GO:0005975
Solyc10g080960.1	GO:0006388; GO:0016772
Solyc01g057220.3	GO:0005515
Solyc07g053590.3	GO:0008152; GO:0016787
Solyc09g061280.3	GO:0005515; GO:0008270
Solyc01g068280.3	GO:0009030; GO:0009228
Solyc10g080000.2	GO:0005488
Solyc09g074340.3	GO:0000724; GO:0006281; GO:0007062; GO:0030915
Solyc04g007360.1	GO:0003677
Solyc01g080800.3	GO:0004650; GO:0005975
Solyc01g074000.3	GO:0003676; GO:0008270
Solyc06g076220.3	GO:0005488
Solyc02g082520.2	GO:0005515
Solyc01g057270.3	GO:0004129; GO:0016020; GO:0022904
Solyc03g033860.1	GO:0004672; GO:0006468
Solyc07g053800.3	GO:0003824; GO:0046872; GO:0051539
Solyc09g009250.3	GO:0048312
Solyc11g022590.1	GO:0003677
Solyc01g080500.2	GO:0015288; GO:0016020
Solyc02g088740.1	GO:0005488
Solyc04g005320.3	GO:0004672; GO:0006468
Solyc06g065420.2	GO:0000165; GO:0000977; GO:0045944
Solyc10g084020.1	GO:0000723; GO:0003677; GO:0003684; GO:0005634; GO:0006303; GO:0006310; GO:0042162; GO:0043564
Solyc03g121340.1	GO:0003723
Solyc05g008350.3	GO:0005515
Solyc02g062330.2	GO:0003824
Solyc03g115860.3	GO:0016491; GO:0055114
Solyc00g025290.1	GO:0005509
Solyc02g072050.1	GO:0005515
Solyc11g017130.2	GO:0000244; GO:0000398; GO:0046540
Solyc06g054030.2	GO:0006355
Solyc04g077570.1	GO:0006808; GO:0030234
Solyc11g013490.2	GO:0006812; GO:0015299; GO:0016021; GO:0055085
Solyc04g076100.3	GO:0005515
Solyc01g109740.3	GO:0004867
Solyc03g118540.3	GO:0005216; GO:0006811; GO:0016020; GO:0055085
Solyc02g067230.3	GO:0005545; GO:0030136; GO:0030276; GO:0048268
Solyc06g024380.1	GO:0006886; GO:0016192; GO:0030117
Solyc06g072360.3	GO:0000166
Solyc06g074930.2	GO:0003824
Solyc12g056820.2	GO:0003735; GO:0005840; GO:0006412
Solyc01g009410.3	GO:0016491; GO:0055114
Solyc11g071740.2	GO:0051087
Solyc12g057150.1	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc10g012430.3	GO:0004672; GO:0005524; GO:0006468
Solyc02g087480.3	GO:0016020; GO:0016192
Solyc02g093610.3	GO:0005794; GO:0010411; GO:0016413
Solyc05g012040.3	GO:0005515; GO:0008270
Solyc04g082110.3	GO:0003735; GO:0005840; GO:0006412
Solyc10g008720.3	GO:0008883; GO:0033014; GO:0050661; GO:0055114
Solyc11g063610.2	GO:0004672; GO:0005524; GO:0006468
Solyc09g097860.3	GO:0030145
Solyc09g098070.3	GO:0030145
Solyc08g079317.1	GO:0006886; GO:0006888; GO:0008270; GO:0030127
Solyc08g062490.3	GO:0005515
Solyc10g005440.2	GO:0003723; GO:0003743; GO:0005852; GO:0006413; GO:0031369
Solyc06g075220.1	GO:0008152; GO:0016746
Solyc03g118880.3	GO:0007275
Solyc06g059870.1	GO:0003677; GO:0046983
Solyc08g006730.1	GO:0009058; GO:0016779
Solyc02g082290.3	GO:0016491; GO:0055114
Solyc12g044270.2	GO:0016491
Solyc05g051640.3	GO:0055085
Solyc10g074680.2	GO:0005643; GO:0017056
Solyc12g035710.2	GO:0006412
Solyc03g115160.3	GO:0016787
Solyc01g079100.3	GO:0016020; GO:0016491; GO:0055114
Solyc05g041990.1	GO:0009522; GO:0009579; GO:0015979; GO:0016021
Solyc04g079360.1	GO:0015986
Solyc11g071760.3	GO:0005515
Solyc06g072010.2	GO:0016651; GO:0048038; GO:0051287; GO:0055114
Solyc02g087540.2	GO:0005515
Solyc06g036000.3	GO:0004601; GO:0055114
Solyc12g089015.1	GO:0016021
Solyc02g062650.3	GO:0005524; GO:0006810; GO:0016021; GO:0042626; GO:0055085
Solyc11g005840.2	GO:0005488
Solyc02g070620.3	GO:0005515
Solyc11g072060.2	GO:0005515
Solyc02g077220.3	GO:0009058; GO:0016740
Solyc06g076820.1	GO:0006950
Solyc06g036420.2	GO:0003700; GO:0006355; GO:0043565
Solyc10g055760.2	GO:0016491; GO:0055114
Solyc10g076410.1	GO:0016616; GO:0055114
Solyc10g080030.2	GO:0004857
Solyc09g090530.3	GO:0003824; GO:0016614; GO:0050660; GO:0055114
Solyc08g081493.1	GO:0004672; GO:0005524; GO:0006468
Solyc02g082820.3	GO:0016702; GO:0046872; GO:0055114
Solyc04g080370.3	GO:0009522; GO:0015979; GO:0016021; GO:0046872
Solyc10g083940.1	GO:0016817
Solyc02g080230.3	GO:0004601; GO:0055114
Solyc12g099140.2	GO:0003677; GO:0003917; GO:0006265
Solyc04g081080.1	GO:0003677; GO:0003899; GO:0006351
Solyc05g013690.3	GO:0005737; GO:0043043
Solyc11g007690.2	GO:0016021; GO:0055085
Solyc05g011920.3	GO:0006281
Solyc03g121350.3	GO:0003735; GO:0006412; GO:0015935
Solyc06g076870.3	GO:0003777; GO:0005524; GO:0007018
Solyc01g102420.1	GO:0004650; GO:0005975
Solyc04g078060.1	GO:0008270
Solyc06g007970.3	GO:0003824
Solyc07g040960.1	GO:0008270
Solyc02g067870.3	GO:0003676
Solyc09g014480.2	GO:0005515; GO:0008270
Solyc01g009160.2	GO:0003676
Solyc03g113910.3	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc10g055250.1	GO:0003677
Solyc12g006100.2	GO:0006629
Solyc10g049750.2	GO:0005515
Solyc10g085200.2	GO:0005515
Solyc07g053030.3	GO:0000398; GO:0005681
Solyc08g069040.3	GO:0005488
Solyc11g062390.2	GO:0005515
Solyc06g007160.3	GO:0006820; GO:0016021
Solyc12g014460.2	GO:0016021
Solyc12g005480.2	GO:0003677
Solyc10g083567.1	GO:0000723; GO:0003677; GO:0003684; GO:0005634; GO:0006303; GO:0006310; GO:0042162; GO:0043564
Solyc12g100180.2	GO:0005515
Solyc07g043310.3	GO:0006520; GO:0016491; GO:0055114
Solyc01g096680.3	GO:0009294
Solyc03g034330.1	GO:0003824; GO:0050662
Solyc01g088400.3	GO:0004252; GO:0006508
Solyc02g072210.1	GO:0005515
Solyc04g080090.3	GO:0009522; GO:0015979; GO:0016021; GO:0046872
Solyc11g039980.2	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc03g007720.3	GO:0046872
Solyc12g089250.1	GO:0003700; GO:0006355
Solyc01g080000.1	GO:0030288
Solyc03g117330.3	GO:0016787
Solyc11g010980.2	GO:0004672; GO:0005524; GO:0006468
Solyc10g086630.1	GO:0004672; GO:0006468
Solyc06g060110.3	GO:0003677; GO:0046983
Solyc12g087950.1	GO:0004713; GO:0006468
Solyc01g080490.2	GO:0016020; GO:0016760; GO:0030244
Solyc07g026650.3	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc10g079840.2	GO:0004857
Solyc01g010910.2	GO:0003951; GO:0008152
Solyc11g010625.1	GO:0051287; GO:0055114
Solyc07g039290.1	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc00g160780.2	GO:0016020; GO:0022891; GO:0055085
Solyc12g098610.2	GO:0003676
Solyc05g006690.3	GO:0008270
Solyc10g083890.2	GO:0003677; GO:0004003; GO:0006303
Solyc12g099560.2	GO:0016491; GO:0055114
Solyc09g014230.2	GO:0000166
Solyc01g105010.3	GO:0016021; GO:0022857; GO:0055085
Solyc02g079440.2	GO:0005515
Solyc04g079375.1	GO:0016021
Solyc08g065830.3	GO:0033743; GO:0055114
Solyc07g053840.1	GO:0006777; GO:0019008; GO:0051539
Solyc07g065290.3	GO:0005746
Solyc06g072014.1	GO:0006950; GO:0009415
Solyc02g079190.3	GO:0005515; GO:0008270
Solyc11g072980.1	GO:0003824; GO:0005975; GO:0030246
Solyc01g087810.2	GO:0008168
Solyc11g007730.2	GO:0005524; GO:0016887
Solyc01g103360.3	GO:0003677
Solyc12g005450.1	GO:0000786; GO:0003677
Solyc01g095140.3	GO:0000155; GO:0000160; GO:0004673; GO:0016021
Solyc03g120060.2	GO:0008168
Solyc02g072490.3	GO:0005975
Solyc09g098115.1	GO:0045735
Solyc03g112620.4	GO:0016628; GO:0055114
Solyc03g082700.3	GO:0043531
Solyc05g012060.3	GO:0004842; GO:0016567
Solyc02g092420.3	GO:0003824
Solyc06g075000.3	GO:0003824; GO:0008152
Solyc05g050380.3	GO:0005507
Solyc10g085360.2	GO:0008017; GO:0032886; GO:0048364
Solyc11g010730.2	GO:0008152; GO:0016616; GO:0051287; GO:0055114
Solyc11g065990.2	GO:0016491; GO:0055114
Solyc02g078210.3	GO:0004672; GO:0005524; GO:0006468
Solyc11g056320.1	GO:0008152; GO:0016746
Solyc08g006410.3	GO:0004672; GO:0006468
Solyc12g045030.2	GO:0004190; GO:0006508
Solyc03g083130.2	GO:0005507; GO:0016491; GO:0055114
Solyc03g062710.3	GO:0016705; GO:0055114
Solyc04g081530.1	GO:0003677; GO:0003899; GO:0006351
Solyc03g117130.3	GO:0005515
Solyc04g010040.3	GO:0004190; GO:0006508
Solyc08g005880.3	GO:0003824
Solyc02g072470.3	GO:0004553; GO:0005975
Solyc01g090760.3	GO:0003677; GO:0005524; GO:0016787
Solyc11g056310.1	GO:0005215; GO:0006810; GO:0016020
Solyc10g017990.2	GO:0004672; GO:0006468
Solyc07g008930.1	GO:0006814; GO:0006885; GO:0015385; GO:0016021; GO:0055085
Solyc11g013240.2	GO:0003824; GO:0009396; GO:0055114
Solyc07g045530.2	GO:0008033; GO:0050660
Solyc04g077170.3	GO:0046872
Solyc06g065120.1	GO:0000165; GO:0000977; GO:0045944
Solyc10g085750.2	GO:0046872
Solyc10g007960.1	GO:0003676
Solyc03g006980.3	GO:0004152; GO:0006207; GO:0055114
Solyc03g034050.3	GO:0004672; GO:0006468
Solyc05g051450.2	GO:0009521; GO:0009767; GO:0016020; GO:0016168; GO:0019684
Solyc04g051860.3	GO:0005515
Solyc10g079590.1	GO:0007275
Solyc12g088140.2	GO:0016021; GO:0055085
Solyc10g009290.1	GO:0016491; GO:0055114
Solyc09g008260.3	GO:0003677; GO:0003899; GO:0006351
Solyc04g007200.3	GO:0005576
Solyc10g086565.1	GO:0004672; GO:0005524; GO:0006468
Solyc08g078590.1	GO:0005730
Solyc02g084350.3	GO:0016491; GO:0055114
Solyc00g019740.1	GO:0003676
Solyc08g007200.3	GO:0005524; GO:0016881; GO:0045116
Solyc00g044350.3	GO:0005515
Solyc01g094460.3	GO:0007017; GO:0030286
Solyc09g082830.3	GO:0043531
Solyc04g071120.3	GO:0005515
Solyc09g007090.3	GO:0005515
Solyc08g066530.3	GO:0006090; GO:0050242
Solyc11g012500.2	GO:0005524
Solyc12g099540.2	GO:0005515
Solyc08g067630.3	GO:0005524; GO:0006810; GO:0016021; GO:0042626; GO:0055085
Solyc02g079320.3	GO:0005634; GO:0006511; GO:0007275
Solyc01g067360.3	GO:0000808; GO:0005634; GO:0006260
Solyc05g012360.3	GO:0004842; GO:0016567
Solyc10g052650.2	GO:0003677
Solyc06g072080.3	GO:0000723; GO:0003678; GO:0006281
Solyc01g097050.3	GO:0004601; GO:0042744
Solyc08g080070.1	GO:0005975
Solyc09g090320.2	GO:0051537
Solyc05g026470.2	GO:0003676
Solyc07g019510.3	GO:0008270
Solyc10g080910.1	GO:0003824; GO:0050662
Solyc03g113090.3	GO:0004842; GO:0016567
Solyc12g038090.1	GO:0003700; GO:0006355; GO:0043565
Solyc11g010170.2	GO:0003677; GO:0046983
Solyc12g099515.1	GO:0006281
Solyc08g068790.2	GO:0005515
Solyc02g092040.1	GO:0008270
Solyc08g007830.1	GO:0046982
Solyc09g015870.3	GO:0003677
Solyc03g058330.3	GO:0046872
Solyc02g079600.3	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc06g073070.2	GO:0008152; GO:0016758
Solyc03g064020.3	GO:0005975
Solyc10g078890.2	GO:0006139
Solyc06g054360.1	GO:0006355; GO:0009585; GO:0009881; GO:0017006; GO:0042803
Solyc04g063200.1	GO:0005515
Solyc10g081520.1	GO:0004672; GO:0005524; GO:0006468
Solyc02g067600.1	GO:0005618; GO:0006073; GO:0016762; GO:0048046
Solyc11g011370.2	GO:0005515
Solyc04g074020.2	GO:0003700; GO:0006355
Solyc01g079670.2	GO:0006508; GO:0008234
Solyc06g083330.2	GO:0005515
Solyc06g060690.2	GO:0004553; GO:0005975
Solyc06g075630.3	GO:0016491; GO:0055114
Solyc04g024520.3	GO:0008152; GO:0016491; GO:0016620; GO:0055114
Solyc07g023995.1	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc06g009780.3	GO:0003723; GO:0016779; GO:0031123
Solyc05g005670.1	GO:0006355
Solyc03g113610.3	GO:0016705; GO:0055114
Solyc06g008265.1	GO:0033926
Solyc12g096710.2	GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0006265
Solyc01g100460.3	GO:0003677
Solyc06g065680.3	GO:0003677; GO:0046983
Solyc09g015350.3	GO:0055085
Solyc08g081260.1	GO:0055114
Solyc03g112300.3	GO:0004672; GO:0006468
Solyc12g097010.1	GO:0004672; GO:0006468
Solyc04g072900.1	GO:0004672; GO:0006468
Solyc00g013180.1	GO:0005515
Solyc11g012980.1	GO:0004722; GO:0006470
Solyc03g114280.3	GO:0008168
Solyc06g069720.3	GO:0016655; GO:0055114
Solyc01g087580.3	GO:0008270
Solyc01g110100.3	GO:0005618; GO:0030599; GO:0042545
Solyc07g041290.2	GO:0004722; GO:0006470
Solyc06g024370.1	GO:0005488
Solyc00g126000.1	GO:0004650; GO:0005975
Solyc10g019260.2	GO:0005488
Solyc04g080720.3	GO:0003899; GO:0006351; GO:0032549
Solyc03g096190.2	GO:0000445; GO:0006397
Solyc03g121740.2	GO:0003755; GO:0006457
Solyc03g113290.2	GO:0003676
Solyc09g074760.1	GO:0004252; GO:0006508
Solyc07g008550.3	GO:0000272; GO:0016161
Solyc06g083050.3	GO:0005515
Solyc09g007730.3	GO:0004563; GO:0005975
Solyc09g014990.3	GO:0046872
Solyc06g073055.1	GO:0008152; GO:0016758
Solyc01g091030.3	GO:0015986
Solyc01g087500.3	GO:0005515
Solyc02g092940.3	GO:0004672; GO:0006468
Solyc12g089100.2	GO:0003677
Solyc01g107350.3	GO:0055085
Solyc02g062160.1	GO:0009772; GO:0019684; GO:0045156
Solyc01g091420.2	GO:0015992; GO:0046034
Solyc04g049840.3	GO:0004525; GO:0006396
Solyc01g109100.2	GO:0004867
Solyc02g014730.3	GO:0008146
Solyc07g055270.1	GO:0003700; GO:0006355; GO:0043565
Solyc01g007030.3	GO:0005524
Solyc05g009120.3	GO:0005515
Solyc00g019730.2	GO:0000166
Solyc11g063520.1	GO:0003677
Solyc05g013230.2	GO:0046983
Solyc08g081555.1	GO:0005524
Solyc02g082070.3	GO:0004672; GO:0006468
Solyc07g008250.3	GO:0004672; GO:0005524; GO:0006468
Solyc09g074290.1	GO:0006364; GO:0032040
Solyc09g011870.2	GO:0008270
Solyc12g098640.2	GO:0003676
Solyc11g056250.1	GO:0005524
Solyc03g007200.2	GO:0016747
Solyc06g083130.3	GO:0005524
Solyc02g070660.3	GO:0000166; GO:0004812; GO:0005524; GO:0006418
Solyc03g114100.1	GO:0004222
Solyc03g033590.1	GO:0003700; GO:0006355
Solyc01g094510.2	GO:0016020; GO:0016021
Solyc12g044230.2	GO:0016307; GO:0046488
Solyc11g010570.2	GO:0016757
Solyc01g080760.3	GO:0008168
Solyc03g019830.3	GO:0000166
Solyc06g063210.3	GO:0003677; GO:0046983
Solyc08g061160.2	GO:0005488
Solyc03g082900.3	GO:0004190; GO:0016021
Solyc04g072760.3	GO:0003677; GO:0003918; GO:0005524; GO:0006265
Solyc01g097380.2	GO:0016226
Solyc07g042010.3	GO:0003676
Solyc06g074530.1	GO:0004857
Solyc02g087950.3	GO:0003824; GO:0008152
Solyc11g066320.2	GO:0008233; GO:0071586
Solyc10g050210.2	GO:0005885; GO:0015629; GO:0030833; GO:0034314
Solyc07g007050.1	GO:0005515
Solyc09g025310.3	GO:0016702; GO:0055114
Solyc08g079330.2	GO:0006886; GO:0006888; GO:0030127
Solyc06g070970.3	GO:0016655; GO:0055114
Solyc06g074950.1	GO:0003824
Solyc07g018000.3	GO:0003855
Solyc02g014840.3	GO:0003676
Solyc12g010570.1	GO:0008270
Solyc08g082630.3	GO:0005215; GO:0006810; GO:0016021
Solyc12g088400.1	GO:0003700; GO:0005634
Solyc02g068330.2	GO:0008152; GO:0016597
Solyc01g097420.1	GO:0005199; GO:0009664
Solyc04g063390.2	GO:0003676
Solyc01g098060.1	GO:0009116
Solyc05g013750.3	GO:0016491; GO:0055114
Solyc03g082430.1	GO:0005515
Solyc10g080980.2	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc02g092680.1	GO:0004672; GO:0006468
Solyc07g042695.1	GO:0005618; GO:0030599; GO:0042545
Solyc10g009120.2	GO:0003700; GO:0006355; GO:0043565
Solyc01g104990.3	GO:0005215; GO:0016021; GO:0055085
Solyc12g013510.1	GO:0005515
Solyc09g008175.1	GO:0005515
Solyc04g008260.3	GO:0003676
Solyc05g006930.3	GO:0003677; GO:0006260
Solyc08g066180.3	GO:0003824; GO:0005524
Solyc09g091400.3	GO:0016491; GO:0046872; GO:0055114
Solyc11g008270.2	GO:0004252; GO:0006508
Solyc09g091660.3	GO:0050660
Solyc07g043395.1	GO:0006511; GO:0036459
Solyc02g032950.3	GO:0009611; GO:0009694; GO:0009864; GO:0080123
Solyc03g098200.3	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc00g019750.1	GO:0071816
Solyc01g066820.3	GO:0005524
Solyc01g091560.2	GO:0009055; GO:0016020; GO:0016491
Solyc07g020960.3	GO:0003676; GO:0008270
Solyc03g118300.1	GO:0003755; GO:0006457
Solyc05g008140.3	GO:0003676
Solyc07g018240.1	GO:0004764; GO:0019632; GO:0050661; GO:0055114
Solyc02g088210.3	GO:0005488
Solyc03g093610.1	GO:0000989; GO:0005634
Solyc09g014160.2	GO:0008270
Solyc04g077810.1	GO:0009055; GO:0016020; GO:0016491
Solyc03g005860.3	GO:0005515
Solyc10g008520.3	GO:0005515
Solyc08g080730.3	GO:0005975
Solyc03g119550.2	GO:0016021; GO:0071705
Solyc04g014730.3	GO:0006952
Solyc01g067010.3	GO:0005506; GO:0006633; GO:0016491; GO:0055114
Solyc05g053180.3	GO:0003883; GO:0006221
Solyc03g121100.3	GO:0003735; GO:0006412; GO:0015935
Solyc11g011100.1	GO:0005524
Solyc01g094990.2	GO:0000160
Solyc05g007050.3	GO:0008270
Solyc02g083550.2	GO:0004096; GO:0020037; GO:0055114
Solyc11g065840.2	GO:0005515
Solyc03g006630.3	GO:0045454
Solyc06g051190.2	GO:0006508; GO:0008234
Solyc12g011360.2	GO:0003677; GO:0005634; GO:0006355; GO:0009725
Solyc06g053455.1	GO:0004672; GO:0005524; GO:0006468
Solyc12g005020.2	GO:0055085
Solyc04g009910.3	GO:0004190; GO:0006508
Solyc00g080750.3	GO:0046983
Solyc07g066550.3	GO:0006457; GO:0051082
Solyc09g084465.1	GO:0016491; GO:0055114
Solyc05g006490.3	GO:0046983
Solyc01g106270.1	GO:0017061
Solyc04g079880.3	GO:0003899; GO:0006351; GO:0032549
Solyc04g079400.3	GO:0016021
Solyc03g118820.3	GO:0004553; GO:0005975
Solyc04g015540.1	GO:0004525; GO:0006396
Solyc04g016000.3	GO:0004525; GO:0006396
Solyc01g049925.1	GO:0003989; GO:0006633; GO:0009317
Solyc05g009630.3	GO:0003723
Solyc01g099400.3	GO:0005515
Solyc07g063670.2	GO:0016491; GO:0055114
Solyc07g056600.1	GO:0003677
Solyc01g091170.3	GO:0032559
Solyc04g054710.3	GO:0008152; GO:0016491; GO:0055114
Solyc01g008960.3	GO:0005515
Solyc12g087960.2	GO:0003677
Solyc11g005780.2	GO:0005779; GO:0016559
Solyc08g076980.3	GO:0004672; GO:0006468
Solyc05g053120.1	GO:0016020; GO:0016192
Solyc07g054500.3	GO:0000148; GO:0003843; GO:0006075; GO:0016020
Solyc01g058100.2	GO:0008137; GO:0055114
Solyc10g008730.3	GO:0000079; GO:0019901
Solyc11g012720.2	GO:0004471; GO:0055114
Solyc02g055370.3	GO:0009611; GO:0009694; GO:0009864; GO:0080123
Solyc12g014040.1	GO:0004672; GO:0006468
Solyc08g076610.3	GO:0005215; GO:0006810; GO:0016020
Solyc02g091710.3	GO:0003676
Solyc05g025580.1	GO:0003676
Solyc09g064160.3	GO:0005515
Solyc02g086770.3	GO:0003676
Solyc10g080410.2	GO:0016491
Solyc03g114310.3	GO:0004864; GO:0009966; GO:0043666
Solyc02g090110.3	GO:0015743
Solyc06g082780.3	GO:0016021; GO:0016192
Solyc02g079340.3	GO:0006281; GO:0030915
Solyc11g066130.1	GO:0016491; GO:0055114
Solyc08g066880.3	GO:0003723; GO:0006396; GO:0008173
Solyc05g054530.1	GO:0003700; GO:0006355
Solyc09g060070.2	GO:0005515
Solyc07g066250.1	GO:0003677
Solyc07g006280.3	GO:0005524
Solyc08g041860.1	GO:0005515
Solyc06g066820.3	GO:0005524
Solyc06g071540.3	GO:0003697; GO:1990879
Solyc04g016460.3	GO:0004525; GO:0006396
Solyc11g012120.2	GO:0045735
Solyc06g065040.3	GO:0000165; GO:0000977; GO:0045944
Solyc12g017750.2	GO:0005525; GO:0007264
Solyc02g064808.1	GO:0006812; GO:0015299; GO:0016021; GO:0055085
Solyc06g069430.3	GO:0008137; GO:0042773; GO:0055114
Solyc12g007210.2	GO:0030247
Solyc01g079130.2	GO:0003723
Solyc07g064820.1	GO:0005524
Solyc03g115770.3	GO:0003723; GO:0006396; GO:0016779
Solyc05g052040.1	GO:0016491; GO:0055114
Solyc01g079370.3	GO:0006561
Solyc10g079870.2	GO:0005618; GO:0030599; GO:0042545
Solyc07g005650.3	GO:0005515; GO:0008270
